Gene,GSM94019,GSM94020,GSM94021,GSM94022,GSM94023,GSM94024,GSM94025,GSM94026,GSM94027,GSM94028,GSM94029,GSM94030,GSM94031,GSM94032,GSM94033,GSM94034,GSM94035,GSM94036,GSM94037,GSM94038,GSM94039,GSM94040,GSM94041,GSM94042,GSM94043,GSM94044,GSM94045,GSM94046,GSM94047,GSM94048,GSM94049,GSM94050,GSM94051,GSM94052,GSM94053,GSM94054,GSM94055,GSM94056,GSM94057,GSM94058,GSM94059,GSM94060,GSM94061,GSM94062,GSM94063,GSM94064,GSM94065,GSM94066,GSM94067,GSM94068,GSM94069,GSM94070,GSM94071,GSM94072,GSM94073,GSM94074,GSM94075,GSM94155,GSM94156,GSM94157,GSM94160,GSM94161,GSM94162,GSM94163,GSM94164,GSM94165,GSM94166,GSM94167,GSM94168,GSM94169,GSM94170,GSM94171,GSM94172,GSM94173,GSM94174,GSM94175,GSM94176,GSM94177,GSM94178,GSM98767,GSM98768,GSM98769,GSM98770,GSM98771,GSM98772,GSM98773,GSM98774,GSM98775,GSM98776,GSM98777,GSM98778,GSM98779,GSM98780,GSM98781,GSM98782,GSM98783,GSM98784
LAMC1,5.8839,5.32195,6.02065,5.54,5.67689,5.92111,5.92485,5.15253,5.90788,5.10656,5.82547,5.49046,5.48576,5.64871,5.69852,5.97604,6.19965,5.70628,5.96507,5.39587,4.92525,6.25418,6.12365,5.6066,5.63345,5.4582,5.97495,6.51374,6.05056,5.68199,6.04656,6.47507,6.08614,6.23334,6.03488,6.03387,6.77219,6.29248,6.1436,6.38233,5.93013,5.98668,6.26468,6.54306,6.00723,5.46216,6.81501,5.931,6.04244,5.62298,6.36369,5.98685,6.52607,6.41742,6.51675,6.52882,6.79375,6.03695,6.14118,6.15178,6.38331,6.68642,6.08823,5.59273,6.35955,6.51749,6.11976,5.43282,6.4389,5.99025,5.97211,6.56498,6.51385,5.6551,6.43747,6.28933,6.5828,6.30343,5.75852,6.48568,6.14638,5.55938,6.12602,5.89006,6.2792,6.0096,6.06924,6.68591,6.3298,5.8386,6.33415,6.16728,6.34773,5.97898,6.6486,6.35131,6.27799
PTMA,10.1447,8.91974,11.3101,10.4037,10.7993,10.5509,10.8511,10.5982,10.8879,8.31544,10.5803,10.6333,10.2042,10.4158,9.91916,10.9317,10.5196,10.7302,10.6892,8.56336,8.43795,10.116,10.4246,9.4292,10.0828,9.41219,10.1684,9.94551,10.1937,10.4199,10.1115,10.4177,9.705,10.3865,8.20459,10.4287,10.2429,10.479,9.84372,10.3922,10.5001,9.0353,10.5767,9.2256,10.017,8.49476,10.5732,8.64609,10.3616,8.60233,10.4941,8.78259,10.5949,10.1189,10.5102,10.6064,10.5184,10.3644,8.21408,10.1837,9.99378,10.2794,10.135,9.50951,10.2803,10.1726,10.0641,9.88406,9.89198,9.80255,10.1613,10.1385,10.3472,9.55464,10.5035,9.6998,10.0784,10.1129,8.91774,10.6051,10.4653,9.79727,10.2482,10.4281,10.0899,10.5717,10.1537,10.4531,10.1072,10.1088,10.3707,10.0174,9.81921,10.0543,10.7281,10.3781,10.6128
BZW1,7.40765,5.67149,8.36955,8.10116,7.49512,8.09719,8.69903,7.58693,8.5431,5.01753,7.85235,8.10049,6.83602,8.44984,6.99037,7.84892,7.03913,7.56522,8.29632,5.79787,5.52646,8.21661,8.40834,6.56419,6.52062,6.51855,7.92217,8.60647,7.5667,8.53461,7.95683,9.0038,7.77418,8.96511,5.91267,8.21809,8.94593,8.25853,6.11655,8.62187,8.82492,5.25902,8.35507,4.99791,7.71343,4.66618,8.15906,6.45368,8.85262,6.36674,8.20492,4.97546,8.79826,8.5455,7.92209,8.79202,8.98502,8.47293,5.21992,8.10632,8.57693,8.42313,7.75504,6.57747,8.05476,8.15958,8.21889,6.70884,8.52897,7.62766,7.99685,7.91576,8.45387,6.79547,7.7805,7.62481,7.3108,7.78909,6.2735,7.98323,7.6857,7.2254,7.66598,6.12194,8.06716,7.88345,7.98471,8.61903,7.94822,7.76359,8.02287,8.23253,7.94168,7.74992,8.7099,7.95934,9.10868
ATF4,9.45107,9.25589,9.12614,9.72206,9.39883,9.37255,9.44708,9.33826,9.1866,8.51571,9.31472,9.64694,9.92673,9.42897,9.54137,9.37122,9.47361,8.87262,9.38266,9.01069,8.69687,9.10464,9.175,9.58779,9.0259,8.91277,9.04863,8.9516,9.20858,9.36658,8.96575,9.22098,9.09464,9.8429,8.22259,8.97645,9.25179,9.55475,7.7183,9.25349,9.47864,8.32483,9.13202,8.48115,9.21574,8.79521,9.16041,9.26081,9.85489,9.05536,9.49988,9.16914,9.32579,9.12167,9.33102,9.24484,9.33643,9.40355,8.29099,9.2754,9.29738,9.46919,9.31907,8.99524,9.00335,9.29538,9.25221,8.87508,9.60792,8.94357,9.42398,8.88929,9.04147,8.80199,9.17531,9.20299,9.00558,9.17997,8.99995,9.59592,8.99928,8.53755,8.80123,8.91498,9.0592,9.15596,9.53978,9.20661,9.35952,9.50955,9.43079,9.18672,9.12511,9.20539,9.5006,9.05279,9.98178
GNAS,10.895,8.22348,10.9851,10.8552,10.7664,10.8221,10.9222,10.2523,11.3231,6.17441,10.7212,10.8334,10.0338,10.8563,10.0046,10.7282,10.0331,11.1521,11.334,7.51807,7.10487,11.1908,10.6525,7.99915,9.27961,9.19168,11.2491,11.2407,9.42896,10.7958,10.9406,11.0623,10.6857,10.6577,7.00887,11.3819,11.2981,10.6221,9.11026,10.8246,10.9662,6.50352,11.2989,6.42011,10.317,8.40855,11.4286,7.38297,11.5445,8.45972,11.5481,6.54331,11.2445,10.261,10.792,10.8306,11.09,11.2278,6.0362,11.1016,11.223,11.2877,10.8327,9.4511,11.1442,11.3061,11.0418,9.67649,11.4864,10.6131,11.3248,11.1501,11.1812,9.68106,10.4938,10.2397,11.1003,11.0031,9.09773,10.651,11.2572,11.4058,11.3536,9.50221,11.0003,10.7463,10.7451,11.0855,10.9893,10.0462,11.3381,11.2858,11.2444,10.9829,11.4519,11.2542,11.6116
RPS15A,11.0162,11.1825,11.6453,11.2544,11.3493,11.4556,12.1858,11.4566,11.5212,9.28221,11.3894,11.7399,11.1474,11.1854,11.1833,11.6666,11.4283,10.9746,11.462,10.6099,10.6372,11.5737,12.0447,11.5847,11.4886,11.7241,11.384,11.7409,11.755,11.9003,11.6169,12.0118,11.108,12.1037,8.58786,10.7065,11.8649,11.5606,10.2294,12.0413,11.4026,8.94212,11.9965,10.755,11.9254,10.4643,11.2377,10.8874,11.1502,11.0571,11.2274,9.98625,11.5866,11.906,11.5146,11.9894,12.0802,11.4284,9.77727,11.109,11.2096,11.3352,11.4866,11.5673,11.6098,11.5595,11.3468,11.5156,11.7253,11.8505,11.1481,11.7877,11.4041,10.7743,11.3703,11.5101,11.2659,11.4233,11.3889,11.336,11.489,10.4042,11.6214,11.0056,11.372,11.3619,11.6148,11.4357,11.7388,11.5736,11.3768,11.2846,11.5239,10.8711,11.6706,11.0517,11.4899
ANXA5,8.15282,6.0631,8.78025,8.67925,8.74429,8.53471,8.97177,8.64277,8.76721,5.11079,7.95167,8.94699,6.84033,8.78068,7.16252,8.39099,7.59129,8.77564,9.29153,5.943,5.90215,8.85853,8.18717,6.49555,7.31636,7.19267,9.35474,8.724,7.64118,8.97536,8.92107,8.35284,8.43646,8.33386,5.98508,8.64003,8.77668,8.26652,7.29623,8.99617,9.30372,5.47318,8.72155,5.84303,7.84593,5.71712,8.77245,6.76964,8.76034,6.63864,8.68542,5.72748,8.67146,8.15725,8.30943,9.65282,8.54869,8.70409,5.61152,8.37876,9.27351,8.17833,8.16326,7.0665,8.7085,8.64471,8.69827,6.6839,8.61411,7.90155,9.04429,8.53383,9.09999,7.48563,7.57119,7.6824,8.31087,8.72279,7.22932,8.60174,9.16276,7.96438,8.79182,7.11481,8.47776,8.78962,8.26522,8.68326,8.30406,7.89448,8.50308,8.76221,8.61709,8.09835,8.84434,8.41434,8.94536
STMN1,5.53361,5.36042,5.21697,4.8937,5.14038,5.27965,5.44671,5.48336,5.20476,5.46179,4.98102,5.32802,5.2844,5.15523,5.62959,5.10099,5.10971,5.13382,5.16162,5.70517,5.42515,5.23959,5.45062,6.08561,5.39909,5.78077,5.22908,5.49987,5.82051,5.60448,5.43211,5.76162,5.54201,5.59226,5.91728,5.36337,5.50146,6.29907,5.52432,5.60078,5.10537,5.99944,5.37689,5.93294,5.4424,5.40812,5.42313,5.76682,5.40593,5.64793,5.20342,5.36098,5.40963,5.55136,5.39359,5.49474,5.67513,5.97128,5.87303,5.47889,5.29537,5.38516,5.60916,5.58037,5.29741,5.55538,5.43849,5.27932,5.61794,5.33893,5.29869,5.56311,5.27871,5.241,5.68052,5.46603,5.38108,5.61034,5.90726,5.4281,5.57884,5.44882,5.37713,5.43745,5.51988,5.49838,5.61981,5.31189,5.5855,5.52236,5.53589,5.29781,5.54512,5.67069,5.61639,5.5794,5.31307
LRP1,7.15541,7.0957,6.95396,7.24864,6.88519,7.34465,7.02581,7.96255,7.21499,7.65626,7.40011,7.47828,7.79169,7.57304,7.39527,7.09107,7.04506,7.45307,7.22999,7.40037,7.33019,7.08035,6.5227,6.64075,6.82895,7.22345,6.83314,6.88633,6.56789,6.70261,7.06297,6.71826,6.94558,6.53469,7.05732,7.00689,6.57087,6.55551,6.8967,6.61132,6.86783,7.22966,6.77427,7.15243,7.02171,6.92211,6.79456,6.48514,6.89823,7.2168,6.83807,7.34014,6.41686,6.41754,6.85129,6.74376,6.44468,6.73827,7.03029,6.88626,6.79364,6.78039,6.96608,6.95279,6.73107,6.80865,6.69203,6.99066,6.8791,7.0566,6.91689,6.85486,6.77645,7.05323,6.55085,7.02333,7.02095,6.70885,7.08966,6.74966,7.26578,7.13143,6.59983,7.16199,6.88751,7.31334,7.11883,6.46211,6.89545,6.94962,7.43412,6.92382,6.87972,7.03836,6.6623,7.14112,6.64172
PSMB7,8.55009,8.33854,8.62659,8.48547,8.73311,8.65823,9.12166,8.46779,8.88719,7.30439,7.96432,8.8691,8.31135,8.22859,8.18898,8.6324,8.92289,8.2539,9.02508,8.16437,8.28552,8.78428,9.53418,9.37699,8.9312,9.18873,9.08856,9.04996,9.25145,9.36812,9.0627,9.32255,8.84737,9.49224,6.95753,8.64069,9.14906,9.13385,7.3984,9.39637,9.10548,7.7002,9.1924,7.85553,9.1992,8.22229,8.81118,8.91924,8.80884,8.39268,8.73007,7.48758,9.1451,9.40635,8.86439,9.28227,9.31499,8.91176,7.08153,8.99592,9.09008,9.25497,9.26478,9.01381,9.10419,9.11765,8.93532,9.16277,9.41676,8.95018,8.9893,9.08812,9.45766,8.29551,8.91457,9.16092,8.57023,9.13443,8.96617,9.03921,8.9921,8.8559,8.84286,8.56924,8.96785,8.76678,9.19019,8.83777,9.31534,8.90162,8.76627,9.1297,9.13543,8.48657,9.27703,8.84985,9.19944
PEA15,7.43992,7.20103,7.60619,7.40033,7.37274,7.74831,7.57941,7.65789,7.6786,7.15,7.42515,7.81635,6.93066,7.60548,7.31103,7.38057,7.37957,7.1745,7.36959,7.31268,7.54972,7.52569,8.04464,7.79276,7.32466,7.50142,7.52587,7.4956,7.69828,7.90081,7.78523,7.62107,7.64931,7.67845,7.52504,7.47706,7.77122,7.7321,7.40668,7.90908,8.35325,6.97109,7.55318,7.88942,7.87719,6.98186,7.69469,7.62586,7.77478,7.27171,7.33995,6.62801,7.61617,7.31669,7.74039,7.46159,8.0649,8.04174,7.405,7.5881,7.56972,7.8282,7.66736,7.61737,7.29439,7.56765,8.01533,7.2985,7.81205,7.56529,7.74486,7.50218,7.40941,7.42467,7.58007,7.75843,7.31864,7.81328,7.36966,7.74915,8.20315,7.31444,7.50921,7.58251,7.30489,7.50671,7.70176,7.68345,7.80705,7.71132,7.62547,7.48417,7.49819,7.83144,7.80231,7.53181,8.04219
ECH1,7.73296,7.49205,7.42983,7.62511,7.57333,7.71972,7.43359,7.99129,7.73789,6.48038,7.94896,7.77969,7.5133,7.75,7.59571,7.79024,7.46931,7.47471,8.23944,7.41149,7.32221,7.87585,7.97264,7.29047,7.53082,7.52486,7.71112,7.77175,7.62095,7.86431,7.97378,8.1178,7.74968,8.06528,7.3793,7.83544,7.95017,7.81281,6.72731,7.82817,7.74073,6.06429,7.85058,6.99995,7.8196,6.97743,7.74053,7.2651,8.02146,7.04405,7.5812,7.20435,7.71254,7.30996,7.46092,7.81595,7.86851,8.09933,7.49779,7.96716,7.99359,7.94905,7.99177,7.90532,7.77418,8.32742,7.07959,7.60256,7.97164,7.56777,8.00532,7.81906,7.72206,7.72134,7.38497,7.82947,7.98701,7.94416,7.62037,7.78088,7.82638,8.45396,8.05398,7.72232,8.03155,7.4986,8.14709,7.67591,8.13977,7.69408,7.81252,8.46427,7.99592,7.83571,8.05249,8.15622,8.39211
ODC1,7.24412,7.24004,7.31006,7.47909,8.21756,7.72044,8.465,8.89493,8.06747,6.22464,7.39565,7.75041,7.18969,7.31526,7.18322,8.35805,8.26079,7.89873,9.44855,6.34124,6.14919,7.81333,8.03449,7.15892,6.97314,7.79842,8.47145,8.64436,8.11229,8.61094,8.16997,8.26255,8.00152,8.39197,6.73557,7.79654,8.48443,8.41823,6.3902,8.16229,7.6625,5.05389,8.84794,7.18793,8.52248,6.63089,7.93802,6.61506,7.60612,6.84462,8.04336,6.34322,8.17112,8.333,7.7214,8.35541,8.20118,7.99251,5.96975,8.08516,7.92564,8.44485,8.50686,7.2289,7.92688,7.77479,8.17,7.3338,8.70068,7.82184,7.94776,8.18557,8.15266,7.32776,7.90018,7.28957,7.96818,8.10732,6.95091,7.99168,8.2832,8.11888,7.85198,7.29526,8.4139,7.42575,8.04654,8.5418,8.52044,7.71038,8.19006,8.22025,8.19603,7.77665,8.75867,7.96857,7.81422
IQGAP1,7.85573,6.66579,8.03394,7.97333,8.30189,8.11646,8.46957,8.25887,8.41019,5.64151,7.6615,8.35887,7.21011,7.91317,7.74488,8.32622,7.34516,7.98538,8.60612,6.5586,6.18348,8.33068,8.36618,6.79093,7.17739,7.00132,8.0841,8.57306,7.69584,8.17984,8.07126,8.80245,8.03864,8.38071,6.58144,8.06953,8.67522,8.25287,6.94877,8.50317,8.50371,6.69866,8.30171,6.41308,7.8813,6.05321,8.49995,6.53012,8.4118,7.02171,8.40641,6.47375,8.51926,8.02464,8.03445,8.47541,8.5764,8.23145,6.27493,7.914,8.62961,8.32805,7.95361,7.03282,8.22349,8.44214,8.27772,7.40803,8.25254,8.02751,8.15162,8.18281,8.61983,7.59594,7.82402,7.72123,7.80793,8.202,7.37236,8.41379,8.61594,7.88888,8.02599,7.26148,8.20957,7.91295,8.40502,8.34565,8.33671,7.55468,8.38787,8.43161,7.9445,8.00079,8.69524,8.19117,8.85975
XRCC6,9.11771,9.01601,9.09284,9.22417,9.5093,9.11107,9.5001,9.17895,9.35855,7.79536,8.94715,9.37695,9.41591,9.02613,9.16265,9.50565,9.26726,8.91809,9.31541,8.96913,8.88554,9.31766,9.98092,9.75234,9.55035,9.43787,9.18883,9.34639,9.35255,9.91716,9.24651,9.68658,9.51953,9.84248,7.65266,8.92422,9.52407,9.68481,7.70658,9.44808,9.31057,8.58997,9.47659,8.86457,9.76491,8.91813,9.14311,9.2788,9.34416,9.44801,9.09503,8.55015,9.39203,9.81733,9.23299,9.80192,9.50612,9.50196,8.48238,9.32647,9.37909,9.50309,9.57243,9.61985,9.26256,9.39117,9.20896,9.37852,9.7105,9.41103,9.24648,9.42733,9.63679,8.86991,9.39072,9.57547,8.99685,9.39987,9.21068,9.47684,9.11185,9.92054,9.2338,9.37247,9.53045,9.30351,9.82491,9.21652,9.56455,9.5206,9.39867,9.21958,9.21551,9.11064,9.48977,9.2845,9.8407
ACO2,7.83714,7.36723,7.46559,7.74863,8.09118,7.96032,8.13935,7.4834,8.29312,6.60412,8.13737,7.80798,7.32866,7.97079,7.53849,7.84444,7.43253,7.88913,8.37765,6.82116,6.71981,8.13009,8.10577,7.1005,7.18981,7.50781,8.38385,8.02074,7.37931,8.24575,7.77623,8.19571,8.20677,7.99378,6.72051,8.44339,8.05657,7.59558,6.79868,8.10834,7.88962,6.05007,8.15504,6.46306,7.94061,7.0897,8.23854,6.73287,8.14132,6.84388,8.03387,7.02151,8.23704,7.22492,7.61901,7.59843,8.01719,8.14855,6.14656,8.34923,7.93871,8.07509,8.13416,7.14258,8.27916,8.57709,8.00595,7.77394,8.40736,7.40779,8.077,8.49277,7.87492,7.08677,7.57612,7.94476,7.7378,8.34024,7.05007,7.98871,7.87398,9.24491,8.20123,7.43996,8.17161,7.91651,8.13154,7.82917,7.97879,7.45331,8.28093,8.7444,8.38748,7.73251,8.15706,8.28096,8.3678
DAZAP2,9.57772,8.01865,9.77263,9.34026,9.67194,9.70276,9.91079,9.12806,10.021,7.12216,9.7596,9.82192,9.15408,9.63579,8.78565,9.84096,9.24151,9.83788,9.99479,7.74228,7.17929,9.71098,9.94069,8.20044,8.73966,8.53123,9.79104,9.87482,9.28357,9.90009,9.70252,10.1196,9.65161,9.93164,6.75343,9.68005,9.96842,9.49932,7.90709,10.0161,9.91871,5.91588,9.92234,6.79515,9.65065,8.31291,9.81489,7.29838,9.82386,7.39653,10.1699,6.42548,10.2307,9.88359,9.57001,10.1689,10.1151,9.57622,6.70208,9.6453,9.75694,9.87296,9.5503,8.43276,10.0963,9.92802,9.74883,8.80061,9.81084,9.55343,9.67457,9.865,10.1997,9.01152,9.60385,9.67679,9.61939,10.0582,7.92235,9.96713,9.86121,9.35881,9.9397,9.04907,9.9107,9.92451,9.65375,9.72327,9.75259,9.52536,9.62663,9.77574,9.85843,9.35299,9.90456,9.91341,10.0169
SPARCL1,5.44718,6.76673,5.87004,6.81231,6.84604,10.3256,9.85334,7.66023,8.27746,6.2191,8.36749,7.10206,7.78885,6.2043,5.97686,6.6278,5.58541,5.29927,8.1602,6.10273,6.18636,7.09102,9.01403,5.78506,7.31748,7.25999,7.2241,9.59855,7.77207,9.2105,6.03716,8.66199,7.80614,7.22954,7.14723,5.29212,9.03864,7.72098,7.00291,9.08863,5.35874,6.19717,8.80185,5.96978,8.50067,6.26639,8.41187,6.25453,7.00508,6.25121,8.9032,6.63535,10.3927,10.7898,5.9858,8.31684,8.54886,6.78467,6.91555,6.71629,7.37237,10.0334,9.622,7.18503,8.79874,7.167,6.76191,6.13142,8.64801,8.58607,7.77965,10.4546,6.7041,6.45914,7.0352,7.17774,6.72565,7.34286,6.88614,6.52133,7.08967,8.6062,8.41767,7.13652,8.98387,9.08756,7.36628,9.09795,9.59274,7.56108,8.34365,9.73454,7.7583,7.20865,8.6166,6.52686,7.65982
MCL1,5.33079,5.14301,5.6439,5.51056,5.04028,5.2254,5.75768,6.53564,5.84213,4.02769,5.73935,5.58719,5.26617,6.32587,4.69207,5.94093,5.47181,5.67674,7.71401,4.34768,4.44359,5.89976,5.54815,5.85491,5.19242,5.52475,6.64838,6.93296,6.35,6.18939,5.37025,6.78416,6.37565,7.28576,5.26539,7.17686,6.04921,6.6218,4.98421,6.39103,7.38844,4.35614,7.31299,5.31265,5.79241,5.04411,6.42647,5.22129,6.77158,5.85204,7.1226,4.82876,6.44766,5.86883,5.7686,6.03891,6.14519,7.4275,4.58158,7.32294,6.8112,6.68951,5.70355,5.41449,5.92242,6.11289,7.00267,4.76947,6.83425,5.67059,6.43639,5.79042,6.78695,5.33574,6.5485,5.24364,6.5877,6.00112,4.96132,6.5659,6.72469,5.44193,6.21168,5.22805,6.55784,5.07384,5.57142,6.36801,5.94785,5.54416,5.57427,6.33709,6.39038,6.306,6.99028,5.63915,7.16685
HSPA1A,10.4954,10.1528,10.559,10.8557,11.0488,10.511,10.6267,9.63128,10.4025,8.21661,10.5426,10.1716,9.96295,10.0512,10.5527,10.7358,10.7098,10.5725,10.7765,9.83168,9.08093,10.1124,10.2055,10.0343,10.2811,9.53744,9.70093,10.0904,10.639,10.308,9.58864,10.397,9.75137,10.5,8.26373,9.73579,10.5817,10.7344,8.88608,10.1895,9.95557,7.32186,10.2481,8.41444,10.2123,10.2157,10.8256,9.79323,10.1452,10.0323,10.131,8.42511,10.3315,9.96189,10.5792,10.2713,10.6057,9.12401,7.92268,10.0271,9.93759,10.6787,10.0731,9.72974,10.1329,10.0887,9.88334,9.81076,10.1419,9.40017,10.1029,10.052,9.94563,9.4509,10.4854,9.5758,10.2677,10.073,10.0153,10.44,9.79109,9.89213,9.88923,10.47,9.91776,10.9044,10.1602,10.5691,10.0985,10.1118,10.5039,10.2568,9.89263,10.1666,10.0291,9.93353,10.4894
HSPA1B,8.58318,7.70321,8.43684,9.14105,9.4743,8.98927,9.03654,8.50644,9.11386,6.11783,9.27333,8.38384,8.67688,8.6727,8.4601,9.34472,8.74431,8.94233,9.60664,6.83929,6.30272,8.89645,8.44861,7.25825,7.47156,7.50462,8.66389,8.77265,8.42407,8.75272,8.21405,9.23183,8.3548,9.35654,5.68347,8.54499,9.25055,8.70205,7.13754,8.76736,8.69526,6.10443,8.9364,6.22165,8.32322,7.79193,9.6811,6.02357,9.01763,8.17622,8.51265,5.85722,8.68698,8.21011,8.62471,8.40537,8.92225,7.99887,6.11829,8.83231,8.65272,9.43659,9.0152,7.50589,8.83346,9.09263,8.30341,8.25512,8.76078,7.74884,8.57312,8.66412,8.54453,7.52085,8.18925,8.19262,8.3793,8.6567,7.52132,8.54475,7.59234,9.17,8.37965,8.25983,8.36664,8.79227,8.87417,8.37511,8.56362,8.32685,9.16355,9.54277,8.7859,9.14164,8.45084,8.95244,9.16451
ACTB,11.9937,11.4988,11.9768,12.2547,11.9395,12.2271,11.9607,12.1532,11.9939,10.5367,11.8086,11.9401,11.9274,12.1408,11.8213,12.2856,11.9348,12.3646,12.3842,10.9815,9.77278,12.1722,11.6861,11.6463,11.4394,10.7078,11.7281,12.0475,11.684,11.9534,11.8209,12.0744,11.7264,11.9346,9.72549,12.5129,11.9211,12.126,11.0074,11.9293,12.1576,9.97211,12.2308,10.7537,11.7408,11.4641,12.4031,10.5375,12.0429,10.9149,12.3867,10.8441,12.2096,11.3271,12.3345,11.59,12.0001,12.0385,9.49024,12.4105,12.1911,12.3111,11.9707,11.3244,11.7845,11.8657,12.2134,11.6796,12.011,11.7026,12.2846,11.9359,11.81,11.5691,12.2057,11.5742,12.0689,11.8146,11.6107,12.0814,12.3433,11.8726,11.7586,12.1581,11.8412,11.8825,12.0109,12.0556,12.0083,11.8446,12.2044,12.1048,11.7836,11.9252,12.384,11.9181,12.2147
SARS,7.11029,7.1905,7.2175,7.25309,7.82557,7.60068,7.79518,7.5794,7.7158,6.2736,7.24877,7.85322,7.1814,7.28257,7.33535,7.35205,7.26103,7.18867,7.8178,6.8317,7.49483,8.081,8.24399,7.61947,7.4255,7.60418,7.74062,7.97728,7.90944,8.17477,8.01964,8.09459,7.79407,8.05834,6.56309,7.66238,7.86952,7.84932,6.5424,7.78247,7.76859,7.5075,7.88166,7.18141,8.06321,7.36039,7.83479,7.53834,7.94774,7.54542,7.83911,7.08544,7.95658,8.17354,7.66957,8.21134,8.06493,7.99947,7.24041,8.02186,7.90338,7.8217,8.14327,7.80319,7.82813,8.17168,7.84155,7.72002,8.09047,7.73433,7.99552,7.89397,7.90509,7.2241,7.69809,8.07965,7.76276,8.01643,7.8008,7.72756,7.66125,8.09074,7.57693,7.59768,8.15091,7.6176,8.37014,7.79281,8.40057,7.92171,7.92589,8.05658,7.86282,7.64852,8.12105,8.00233,8.14931
TMBIM6,10.5106,9.99119,10.9082,10.4859,10.3018,11.0522,10.5029,9.70418,10.8521,9.05177,10.8775,10.348,9.69762,10.9457,10.4088,10.2358,10.5314,10.5688,10.6715,9.78523,8.86702,10.7332,10.4028,8.96013,9.49412,9.61044,10.4105,10.6043,9.89521,10.3743,10.977,10.3222,10.0542,10.4017,7.71101,10.8071,10.6712,9.88548,8.73918,10.3905,10.3196,7.874,10.3849,7.64178,9.97902,8.97415,11.0339,8.99837,10.8455,9.59943,10.691,8.23633,10.7534,10.2266,10.6385,10.6265,11.0629,10.4716,7.77489,10.7074,11.0049,10.8276,10.6138,9.69466,10.744,10.6503,10.5266,10.102,10.9688,10.3807,11.0314,10.8016,10.9039,9.81643,10.3309,10.4345,10.5437,10.4668,9.74499,10.7756,10.6806,10.2817,10.6473,10.0289,10.5007,10.6185,10.3536,10.98,10.5248,10.1852,11.0513,11.0922,10.7924,10.6698,10.6398,10.8634,10.9672
LMAN2,3.74808,3.98923,3.53445,3.59109,3.56237,3.70497,3.58321,4.2065,3.72001,5.01028,3.51884,3.46971,3.58204,3.81079,3.63856,3.68863,4.08788,4.02014,3.51389,3.92023,4.29111,3.54595,3.4345,4.11775,3.75261,4.18564,3.50237,3.29833,3.63503,3.55445,3.80021,3.56392,3.35428,3.4742,4.80919,3.56135,3.46576,3.65231,4.35252,3.38155,3.39289,4.16656,3.55432,4.37547,3.65943,4.3613,3.48313,3.92335,3.56591,3.74161,3.46288,4.15526,3.5527,3.80976,3.53541,3.55105,3.42302,3.62189,4.5414,3.58316,3.71897,3.36745,3.50801,4.40898,3.42828,3.60424,3.6541,3.82708,3.62299,3.71576,3.46943,3.55035,3.67534,3.85184,3.70745,3.52675,3.71895,3.62032,3.8428,3.58705,3.54497,3.28604,3.69983,4.12511,3.55666,3.51109,3.43181,3.96451,3.55404,3.71034,3.51387,3.45496,3.78538,3.52822,3.68548,3.62173,3.51264
HSPD1,7.60038,5.27628,8.68427,7.62789,8.43761,7.64674,8.83972,7.61295,8.94771,5.64023,8.70332,7.69701,6.31386,8.39392,6.41316,8.76351,7.08822,8.59633,9.56085,5.12424,5.0255,8.86846,7.90023,5.58799,6.58082,5.81156,9.04703,8.97215,6.33986,8.10111,8.17819,9.01135,7.44864,8.51425,6.35296,8.88416,8.81956,7.8587,7.48548,8.71053,8.83226,5.72068,8.76779,6.54152,6.93966,5.19152,8.69765,5.93925,9.02534,5.62158,9.12965,6.45864,8.86996,7.63308,7.57248,8.82927,8.81558,8.67401,4.82765,8.81843,8.86057,8.05839,7.99238,5.59284,8.11511,9.22789,7.90647,5.95023,8.55048,7.05482,8.4194,8.13098,8.99114,5.93769,7.07415,6.19054,7.94063,8.28558,5.66935,8.16325,8.40109,7.53645,9.18203,6.18871,8.16954,7.85091,7.64042,8.16848,8.03468,5.99729,8.44295,9.18391,9.0625,8.19148,9.15945,8.30481,9.00443
ZYX,6.84999,7.1017,6.55028,6.6851,6.75091,6.80181,6.96865,7.66047,6.9241,6.32383,6.55462,6.66815,6.69111,7.14614,6.9504,6.7942,6.62163,6.97059,7.23819,6.50415,6.65789,6.64203,7.16245,7.03179,6.96705,6.52327,6.8053,6.65677,6.87571,7.04504,6.69378,6.85166,6.90392,7.14765,6.31526,7.14097,6.67375,7.08932,6.25632,6.29436,7.48126,6.51418,7.34164,7.27121,6.75015,7.28904,6.69488,6.14212,7.69959,7.09232,6.95915,7.16583,6.88759,6.22729,6.55714,6.78278,6.74503,7.46428,6.55784,7.72363,6.83237,7.27385,6.73089,6.95232,6.73954,6.8627,7.41717,6.46078,7.04741,7.11912,7.48027,6.50435,6.48704,6.7399,6.64503,7.20049,6.88967,7.02688,6.46423,6.77664,7.1342,7.92161,6.58926,7.23666,7.07328,7.04526,7.23479,6.59983,7.27691,6.98521,7.08773,7.13371,7.21939,7.11025,7.16811,6.76661,7.47401
